id	content	sentiment
38863	hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it	fun
38864	@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired	neutral
38865	@Santbrink boffert	worry
38866	William@sharon_williams I have the mike and everything if that is what you mean  This is all so new to me lol	surprise
38867	@davidarchie needs to make plans to come back to uk! yest he made my year  love him xo	love
38868	happy momma day to myself and all my other beautiful moms out there!cant wait to get pampered tomorrow	love
38869	@beautyholic woohoooo ;) to BOTH! retail therapy and surprise visits  two things i love.	happiness
38870	Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight	neutral
38871	Listening to have heart. Aka i took over carlys last.fm      its 4am need to be up in 4 hours.  Looooong day tomorrow	worry
38872	http://twitpic.com/4wt8a - pretty damn good friday night	happiness
38873	a pink balloon for mum on her day	worry
38874	@theroundup I'll be sure to	neutral
38875	Hey Stu did you see the cool 'family' picture on Jess' facebook?  Soo good to see You All	worry
38876	Today I'm lonley girl with a guitar	sadness
38877	Just got home from another amazing night	happiness
38878	last sunday before going home!	relief
38879	Gloomy day can't stop my bliss.  I hope Ronaldo will score in derby match today.	happiness
38880	@wow_its_sarah Congrats Sarah!!!!! thats awsum	happiness
38881	yay, short stack episode 20 is being recorded on tuesday	neutral
38882	@_ado I don't think it's still that one  I've had this one for about six years though, so with Moore's law taken into account...	neutral
38883	YES! getting my sky + back on wednesday  been waiting weeks for it (:	love
38884	#SanctuarySunday don't forget to post on the forums and FB about our mission success!!	neutral
38885	HAPPY MOTHER'S DAY TO ALL MOTHERS!	love
38886	ok peeps have good morning I'm going to bed   @ClickedApps hit me up later	happiness
38887	sandwichesss, then work	worry
38888	wow the weather is amazing today!	love
38889	@SarahJacinta Hehe, you're an expert now eh?	neutral
38890	@11hunabku11 Swine Flu victims unite  http://oinkflu.info	happiness
38891	@dahntay OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...	happiness
38892	Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN	worry
38893	Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all	worry
38894	auntiegail says 'Today I am picking up the hi-vis vests for the kids they say 'Auntie Gails Childminding Service'  xxx.'	love
38895	@damohopo I didn't headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?	worry
38896	partying in the study room	happiness
38897	Happy Mother's Day to all the Mom's out there, but especially to my wonderfuly Mommy	love
38898	@arjbarker A+ for effort though  http://bit.ly/Mco5v	empty
38899	happy maders day	love
38900	@dark_jayy It might hav to cost u a History essay.	neutral
38901	back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV	empty
38902	i thought spock's vulcan sign looked a bit weird - turns out zachary quinto couldn't do it so he had his hands glued. but he's still hot	worry
38903	@junebugshhh life is funny and ironic at the same time isn't it?	fun
38904	@zoziekins ACSM. it's unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?	worry
38905	@LydiaStack yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them	surprise
38906	@MCsavedmylife thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled	love
38907	On the way to see my grandparents	happiness
38908	@RobM67 I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code	happiness
38909	Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k	happiness
38910	blogging, cleaning and chatting while listening to phoenixfm	neutral
38911	just woke up	neutral
38912	is hopeful!	surprise
38913	@TheWineVault thanks. but it IS seriuosly my back up plan	neutral
38914	Hurray for old friends with beer and lady friends!!!!	happiness
38915	hope schools gonna be good tomorrow	happiness
38916	@MacQuid We travelled the world &amp; I grew up on a diet of everything you can think of! Still, my Genoese grandma made her own pasta....	love
38917	@gracepearl Oh I forgot to say, if u want anymore friends on xbox send me a friend request. G11Y if u want a friendly game sometime	neutral
38918	@BrookeAmanda YEP  it'll be awesome to the max =] haha	happiness
38919	Digging a downloaded film with mi familia. We love iTunes	love
38920	@tommcfly but it all went too quick and there wasn't a chance lol	worry
38921	Yang4 - finally got it  Chinese is hard when every other kid has a Zhonguoren adult at home! We're all foreign devils here ;)	worry
38922	Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.	happiness
38923	Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker	neutral
38924	@sassij Or he's gonna chop you up into tiny bits - one of the two	sadness
38925	off to the family party	neutral
38926	directing a theatre play	neutral
38927	@mrated Yeehah, quality	enthusiasm
38928	@andrewschof hows u? lovely day here!	neutral
38929	finishing off a quick magazine article for CAP, can't wait to get it done and get back to the book	fun
38930	@JasonBradbury What brings you to our fair Island today?	love
38931	@joshboulton  I should be doing history.....	love
38932	Me just sign up Twitter...	surprise
38933	@paigeebaby hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L)	happiness
38934	@Topify just for a little while.. to get an impression of how twitter-copy-topify	neutral
38935	your the voice i hear inside my head, the reason that i'm singing, i gotta find you, i need to find you	love
38936	@katieinthehat The one and the same! Should be a good gig	surprise
38937	Hey, hey, happy mother's day!  http://plurk.com/p/svwii	happiness
38938	@andyclemmensen whens the sway sway winner announced?	neutral
38939	@fredrikth Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...	love
38940	had an awesome time with @spotspot85 and @xerovoltage	enthusiasm
38941	Just got back from AC. Why am I not freaking out of the midyr exam ? :o HAPPY MOTHER'S DAY, MUMMY	worry
38942	Yummy, 2 tacos at Jack In the Box	happiness
38943	@quicheismadness  thanks for following!  pretty complicated id you have there lol	happiness
38944	Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!	happiness
38945	@howie_d  I'm really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta	happiness
38946	Mom ur the greatest.. HMD	love
38947	@RoryCoaster btw, do you realize your profile pic makes you look much older than you say you are?	neutral
38948	Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.	worry
38949	Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys	happiness
38950	@unahealy Brent Cross? wow! I live very close from there!	love
38951	Bonjour Twitterland !	neutral
38952	Happy Mothers Day!!	love
38953	@carlysmum lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S	boredom
38954	Happy Mothers Day to Heidi Klum	neutral
38955	@nocas jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world	neutral
38956	@skeetonmytwitts its slimy but its fun	fun
38957	I am currently doing a few posts on my business blog http://venturefile.com  check it out if you like it	relief
38958	Happy Mother's Day	happiness
38959	Just got home  interesting night	surprise
38960	@dashkaaa we always miss each other, don't we?	love
38961	@kyoisorange ok ermm I'll meet you in the gym at half four then	enthusiasm
38962	@lovely_sara I'm sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why	boredom
38963	@FM1079Oxford A 25 year old zebra with wind? Lol	neutral
38964	@LittleMissHaya i make them good girls go bad	neutral
38965	@jmlares ...actually find something they'll like. it's easy to get a good gift with a lot of money tbh. nowhere near as personal though	relief
38966	14 dayssss ahhhh super excited   'they're telling me that my heart wont beat again'   JLS were awesome yesterday (:	love
38967	HAPPY MOTHERS DAY MOMMY!!!!	relief
38968	has just watched antcam7 ahh love it	love
38969	Good morning to the world. Hope everyone is ok	happiness
38970	@itsleish That it does  just wish more people would notice it	neutral
38971	@TheSimsHub Really? Hooray! Can't wait!	worry
38972	G*morning! Rain, rain and more rain.. ! But I don't care so much	worry
38973	Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!	happiness
38974	@NursingDrPepper I told you I'd be back  Just won't be updating as much before my exams. Looking forward to a day or two in your house ;)	worry
38975	@heycassadee oh.. tnx for following cass.	neutral
38976	@sandy195850 Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!	neutral
38977	oh thats hard-going. I'm writing a book at the moment so am motivating myself to press on with that.	worry
38978	@enfant_terrible haha, that was new  the fact that he couldn't do it should have cost his part. What kind of Spock is that!	fun
38979	@RX2904 you, my friend, are a true fan	love
38980	Happy Mother's Day to all your wonderful moms!	love
38981	@Elliot79 I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress	happiness
38982	http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via @Despil	neutral
38983	@alancarolino whaaaat?! New section to La Cantera?? That has #UrbanOutfitters?! OH MAN I'm stoked to get back to Texas	surprise
38984	@MacQuid Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!	worry
38985	http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.	relief
38986	is waiting for the final of shipwrecked to start. goodtimes.  &lt;3	love
38987	has just discovered a great site!	happiness
38988	@VogueChic http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&amp;&amp;eerie-silence.net	neutral
38989	test test from the LG enV2	neutral
38990	Sippin on the goose &amp; bull all night has got me twisted lol...on my way home from Club Wet. Interesting night	worry
38991	All the money in the world could never make me as happy as being a stay-at-home mom with my son	love
38992	Is sat in her PJs drinking tea and watching the Politics Show. Lovely	love
38993	reconnecting with amadeus and friends	neutral
38994	@ilan_peer you ll soon be back  just replace topify email in twitter settings and that s all	neutral
38995	it's nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break	happiness
38996	I'm eating and chatting on my computer.. Really bored! -_- I think I'm going to have some tea, HAHA.  Listning to 80's music! WOOHO &lt;3	happiness
38997	@abaggy Yeah, I was always embedded staff.  I recognize your name from emails.	neutral
38998	@vixx1983 haha so the whole worlds there then lol	happiness
38999	just made 3 videos	neutral
39000	home from STING..crunk (of course)..long ass day N nite..also, visited my boy Rob V..all is good..happy mother's day!!..word to yo mutha	surprise
39001	@sh1mmer ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.&quot;back the ^$!@# up&quot;	hate
39002	@Malarkey ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway	sadness
39003	On the home stretch now, by Friday night I'll be piss drunk and finished my exams!	happiness
39004	unfortunately people at work let me down so I am now having a bad morning! it's official... but revenge is a dish best served cold	sadness
39005	@AFineFrenzy ali, just like you do!!!   have such a wonderful sunday!	love
39006	@chasepino ur funny  gnight	fun
39007	Has got to go to work with a slight hangover gd nite thou	worry
39008	@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)	happiness
39009	alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!	happiness
39010	@georgieBOOM it's like triple what i've got, so it's a lot to me as well. Well done	love
39011	@sandy195850 That's me set up for an exciting Sunday lol	worry
39012	@phillyhead aw thank you sam phil, i love you	love
39013	@jishanvn yï¿½n tï¿½m, sang n?m s? th?y ti?t m?c Tr?n tinh twitter tr? l?i Lï¿½ Thï¿½ng , Th?ch Sanh nh? lï¿½m quiz mï¿½ c??i ???c cï¿½ng chï¿½a	neutral
39014	@phoeNYkx Yes, I liked it very very much  It wasn't even cheesy!	love
39015	@caromans Would applaud self-validation for all sorts of good theological, psychological &amp; sociological reasons. But agree - lighten up!	fun
39016	@sohamdas I agree - they will start - and I forgot, all that news is HT @sohamdas	neutral
39017	Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife	happiness
39018	going shopping with my mammyy.... my makeup and face are being generally quite nice to me today	happiness
39019	@courtpet hmmm no but I am member of knitterati.com.au what is ravelry offer?	neutral
39020	@CeeCeeJayez episode 17 season 1, i love chuck bass.  who's going to the short stack filming next sat? Im making a flag. ;D	fun
39021	likes heavenly blushhhh	happiness
39022	@SherriEShepherd Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz	happiness
39023	@f2point4 oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days	happiness
39024	Just downloaded parnoid	worry
39025	@rudedoodle thankyou	happiness
39026	@PaulDuxbury Morning Paul  How are you?	neutral
39027	@theclimbx3 i knooow  its the pizza girl episode xD &lt;3	love
39028	got one because of my babygirl	neutral
39029	@richa_august84 I think Chrony meant an ape called TR Rajendran. Not Russell Peters.	neutral
39030	Almost ready to leave the house to head to WTHR!	happiness
39031	Off to go B&amp;Q for new outdoor furniture	surprise
39032	@everyonesmad but its pretty at least, I think I need to catch some sleep soon though	neutral
39033	Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it	happiness
39034	@AndreaKoeln I listen it right now - so much fun!!!  No I just have to get it somehow	happiness
39035	Just came home from my sister where I spent the night	sadness
39036	summer clothes panic over..I see rain clouds !!  still going swimming though..I'm feeling in a holiday mood	fun
39037	@veeekay07 haha wats this about?	neutral
39038	@sruthykumar hahaha totally  yaayy i don't feel so alone on twitter	fun
39039	@emiug how is your coding going?	empty
39040	@madnessofmany called about it, no answer shall try again tomorrow	worry
39041	@TMJP actually i would prefer you not check me out .....	worry
39042	revision...what fun...still I have thursday to do basically nothing	neutral
39043	@itsonlywords You're welcome!	happiness
39044	@vadimkozhin why do you think so?	worry
39045	@ddlovato http://twitpic.com/4vuuy - That's so cool.	love
39046	@pntbtrkisses a midwest girl, lol....so close and yet so far	relief
39047	Here's a link to Gregg's performace, its amazing  http://bit.ly/GsWrk	neutral
39048	my miss doesn't read my tweets so she wouldn't know that the emo guy won #dsds	relief
39049	@CandyWWGM well, as i mother &amp; grandma i am a bit in a kidding mode	relief
39050	I wonder what you're doing, imagining where you are, there's oceans in between us, but that's not very far.  http://plurk.com/p/svxe1	worry
39051	Made it home..Night my twitties	relief
39052	finally home  crazy party 2nite! thanks @jacksterlope 4 driving me home!	happiness
39053	@MARCOME I like the sound of a love breeze...sounds beautiful! Love the wind on my face	love
39054	@bradiewebbstack Bradiee  may I ask why your picture is a cat?? haha ily xx	surprise
39055	@ecjulie You're welcome...	relief
39056	@sophiaalmeida lol thanks, I really needed a reminder that I'm an old hag mom lol	neutral
39057	is very shocked and feeling sick... but happy all the same	happiness
39058	Watching John Edward Cross Country	neutral
39059	happy birthday to my little sister gee! in celebration, have an article	worry
39060	Hope all the Mum's out there had a Mother's Day with love, close family &amp; friends.	love
39061	Happy Mother's Day !  I feel blessed on this day to have wonderful son who is also my best friend	love
39062	@Tom_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma'a al modem wa al router	neutral
39063	like why the fuck am i still up...maybe because im drunk as hell and had a great time tonight..shit was crazy	happiness
39064	AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you	relief
39065	@bearboyph69 just got home lng.	neutral
39066	I wish  I could choose what bands played trash on june 20th...hmmm!!!	happiness
39067	Happy Mother's Day to all the American mamas!	surprise
39068	Time to play the drums	neutral
39069	@TotallyM hi hun!!  i really loved your tutorial yday!  soooo much, it was one of the best tutorials i had watched in a long time!  xx	love
39070	just got home and my kitty was by my door waiting for me	love
39071	@nicktionary by the way...i got D.T	neutral
39072	meet the robbinsons! best movie ever	surprise
39073	just installed Windows 7 RC, so far no mushroom cloud yet.	relief
39074	@__Parasite__ haha im always turned off by coontails...so it kinda kills me XD i like the spikes though	surprise
39075	My Rishloves make me smile: @rishlooband ...	happiness
39076	@frenchiep :  i know i*m late but i didn't had internet. so happy bithday to you and pierre!	love
39077	@maenad_au I love it	love
39078	On the bus.. Yay six flags	neutral
39079	@_sarahwilson_ Absolutely love your hair and outfit in tonight's ep	surprise
39080	@ronnilab Hahahah, I will be using that saying from now on!	worry
39081	@AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you	love
39082	off to liverpool now!	neutral
39083	sport-day with charlotte	neutral
39084	@ROAR_Fear_Me Doing very well thank you very much - spending a lot of time behind the PC but with a focus and determination	happiness
39085	@simbaaa @mahimaaa SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.	sadness
39086	@aanneeB ok  i kinda thought so... i mean those 2? ... it would be funny though.	fun
39087	Hoedown throwdown- all I can say is... I'm getting there!	happiness
39088	Sleeeping ; just had to say Happy Momdukes Day	love
39089	had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I'm still looking for that roommate in SF if you know anybody!	surprise
39090	@backstreetboys Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!	love
39091	@wendy_fred6 I haven't canceled my account yet and I haven't logged in since november I think, maybe I Should  My main was a rogue, lvl73	neutral
39092	@khtemplar is my son - he gets my vote today coz he has grown into a loving, caring 'soul-full' man - who loves his mum	neutral
39093	@MollySchofe on another note I totally love this pic of you and your dad....old pic -  http://bit.ly/18aEG8	love
39094	sleep all day then back at work for another 12 hours of psych nursing	neutral
39095	@TheLakersNation Game 3 today. Oh YA.	fun
39096	@duskyblueskies I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it	surprise
39097	Awake. And my head hurts. Which probably means last night was a good one	surprise
39098	Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan	neutral
39099	Good morning! Driving to work	happiness
39100	http://twitpic.com/4wtii - new hair going to greeattt use!	enthusiasm
39101	Getting the JBA out	neutral
39102	It's like I'm living in a Dream Land. I (always) get what I want. God, thank you for everything. I'm so grateful for this lovely life	love
39103	@MikeyNEF mmmm... looks so yummy! good seeing u	fun
39104	YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.	relief
39105	@marshawrites Yes, you should write an article.	neutral
39106	@astrylnaut yeah talking to you was too boring	boredom
39107	Happy Mother's Day !	relief
39108	@murrion nope.. sliverlight is client a side tech	neutral
39109	Good morning everybody !!	happiness
39110	@decadentdecay Chica! Two more days!  I want the US Elle too.	happiness
39111	@LucyKD lmao, im only joking mate	happiness
39112	@Katie_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  xx	love
39113	watching the simpsons	neutral
39114	Thanks all for coming out tonight, hope ya had fun!	fun
39115	Oh. Now it doesn't need updating all of a sudden. Ok. Will get dressed anyway	worry
39116	Oh, I've just watched the third episode of JONAS, it's awesome.	happiness
39117	@dafyddhumphreys I don't see why not	neutral
39118	@Sarcasmoo ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don't know!	neutral
39119	@jakolien hee hee - btw thanks for your LinkedIn tips - i've still to use them, but thanks in advance	neutral
39120	@Dannymcfly http://twitpic.com/3ernb - Loving The Jumper	love
39121	Really good night	neutral
39122	@Boothamshaw i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you	relief
39123	Off to have a sumptuous Mexican meal!	happiness
39124	@davidleibrandt good to know you had fun	happiness
39125	When spelling is important.  http://bit.ly/jdk0Z	neutral
39126	@twilightgossip I hope you feel better soon	worry
39127	@jmlares Awake. Suprisingly. Couldn't get to sleep last night so gave up and pulled an all-nighter.  How are you?	surprise
39128	@courtpet oh sweet! I'll definitely check it out when I get the chance...	sadness
39129	is having carbonara for dinner made by my mum mom	neutral
39130	just as i finish checking all my emails, i get 5 more. because like 5 more people are following me on twitter. hi people following me!	worry
39131	@vanwau Ooh really?!! Well you know you're always welcome!!	surprise
39132	happy mothers day	neutral
39133	HAPPY B-DAY TO LINA  haha, your birthdaypresent to me would be to comment on the new video ;) http://bit.ly/17Cy61	love
39134	@Magnum74 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect	love
39135	derby day! woooo, come on UNITED!	fun
39136	Completely EXCELLENT Dave Matthews concert! Jason Mraz opened &amp; I heard &quot;stay or leave&quot; &amp; &quot;crush&quot; for the first time live	fun
39137	happy mother's day to all your mom's	neutral
39138	Cleaning up from yesterdays wild party	worry
39139	@polaroidsof182 okay cool  we can have like, a camool zoo	neutral
39140	if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note	sadness
39141	@dotnetcowboy Thanks ! even though I'm just 'mother' of our cat	neutral
39142	Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!	surprise
39143	early morning golf on a sunny day	happiness
39144	@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL	happiness
39145	mozart's requiem!	fun
39146	@mopedronin come to kyoto  weather is great here	fun
39147	couldn't resist ? http://blip.fm/~5z7v3	happiness
39148	@sherenejose : Yes, that's what I was implying. Was a bit too subtle, as usual, I suppose.	neutral
39149	LOVED Britain's got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can't say I noticed?!!	love
39150	@hottieann2145 you live in AJ me too	neutral
39151	Happy Mothers Day!!!!	happiness
39152	HALLELUJAH! I've finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol	relief
39153	&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company.	happiness
39154	Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk	neutral
39155	Rove Live in 3 mins, kinda excited.	sadness
39156	I can Rome without Ceasar	fun
39157	@MissxMarisa hahaha, it's *massive* compared to the others!! you're so sweet Scenie	happiness
39158	Happy Mother's day VALK!!	love
39159	@RacoonResidue (But they're the awesome quotes, not the corney ones!  )P	neutral
39160	@Hermanryu Thank you! Tadi jam 12.30pm	love
39161	@tprettyman ask them what they have done with their lives. be annoying human beings? tell your mama happy mother's day!	love
39162	Good mornin' everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .	love
39163	I guess she's not the type of songwriter who dreams the great ones.	worry
39164	@Pierrino yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?	neutral
39165	With Aubrey at pearl!!!	love
39166	@horcrux01 happy bday!	enthusiasm
39167	@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?	happiness
39168	LA bound!!	love
39169	So grateful for my amazing family. How blessed am I. Happy Mothers day everyone	love
39170	@ansje_44 Thanks!! It was a bit out of my comfort zone but it was fun	fun
39171	Just funny sitting here with external keyboard, mouse, and macbook on bed  just looks strange but it's comfortable	fun
39172	@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING	happiness
39173	@RainyCityLove I like that  Tehe x	neutral
39174	@moodleman somehow I am going to have to figure out how to come to Sydney one day	happiness
39175	Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1	love
39176	Today is FREE day of speaking.. I am at the office handling some business issues	neutral
39177	@bowrainbow at Le mont's door ..it's closed maybe they are too rich  passed pairung as well	surprise
39178	@iamhenrymorgan my screen is covered with BLUR ...  how's ya day been kiddo ?	sadness
39179	@MandyBookLover Same here, having a nice, quiet Sunday	happiness
39180	@sleepynikki - I will see if there's a used organ shop there &amp; let you know. But why not just sign up to ejamming.com and rock out!	worry
39181	@monkeyknopfler you're welcome, on the road today so will save those games til next week... Cant wait	neutral
39182	@moeneekah i hope he does ; join @dailybooth and you'll find one	neutral
39183	shower time	sadness
39184	@viters the hotel should be thankful	neutral
39185	Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!	happiness
39186	@marthinnayoan Ahahaha... thanks bro. Will do. I might take the day off tomorrow	fun
39187	ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily	happiness
39188	@firequinito OT! OT! OT!	neutral
39189	is mixing Techno, Progressive and Tance with Ableton Live for Ben Vapid's birthday  #Ableton	neutral
39190	@BenchmarkIT does clapping bring them back to life?	neutral
39191	@simonemaynard thank you	relief
39192	Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back	happiness
39193	http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??	hate
39194	yeah .... just bought tickets for Pearl Jam in August	happiness
39195	@Lindsayslifee goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD	surprise
39196	@lectronice yes indeed                                                                                               here I am again	neutral
39197	To all moms out there, Happy mothers day!!	neutral
39198	@MelodyLeaLamb Goooood Morning Melody! Wishing you a Wonderful Mother's Day with your family!	love
39199	Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..	surprise
39200	I saw Thirst which is korean movie made by chan-wook Park . this movie isn't hard but good	love
39201	@sarasso619 i'll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.	neutral
39202	Show 147 in pre-pre production ....... a bit behind	worry
39203	@cherylelapitan Should be a good one even w/o #Yao in the middle. Expect the #Rockets to play #Kobe hard. Nothing the mamba can't handle.	neutral
39204	Ooh I have snazzed up my profile with summery colors	fun
39205	@urfavoritegrl i'm sure you're sleeping, but you'll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.	happiness
39206	you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat	love
39207	@hmigroupllc	neutral
39208	@lukemarsden aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo	neutral
39209	i had a new friend who called himself shame.	surprise
39210	@AmericanYard g'mornin lolz more like g'nite 2 me-I'm JUST gettin home from work. &amp; yes ur label or agent/mngr	neutral
39211	@tferriss That's very funny.  Cute kids.	surprise
39212	Happy Sunday. We have sunshine in Frankfurt. Hope all mothers enjoy this day	love
39213	did 14.5 miles in the Peak last night, with a nice 5 mile run back to the car this morning	worry
39214	going to program now  haven't programmed for a long time now	fun
39215	@DoctorWatsonSx Morning	neutral
39216	My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??	worry
39217	band practice	neutral
39218	@hihat7 Go to main settings page for iPhone and scroll down - you will see it	surprise
39219	@JPMizDELiCiOUS  hii	worry
39220	Happy Mothers Day to all my fellow mums - have a great day - mine will be spent in my garden with all of my family	happiness
39221	has now been informed by a close personal friend that the sore head is due to infact 4 pints not 2	worry
39222	@andrew1913 theme tune? Your robin I'm BATMAN!	happiness
39223	@johncmayer you are one of my favorite musicians/artists ever!! Please keep up the great work John	anger
39224	@DemiLSupporter i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word &quot;crikey&quot; just now!!	love
39225	Sooo tired and have a headache-all self inflicted of course! Good times though	empty
39226	HAPPY MOMMA's DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here's for all mothers and luvin kids out there:  http://bit.ly/Bpekk	love
39227	Huh, another ScarePoint coding Sunday	hate
39228	@pretentiousgit what a cute dog	happiness
39229	@codepo8 I must admit when i first saw that name posted i thought it was an exploit attempt	worry
39230	try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool	happiness
39231	@hollymcombsbr somehow i cant reply to your message LOL and yes i know  Thank youuu	happiness
39232	sorry i havent tweeted in a while- i was on holiday then was ill but im better now	worry
39233	Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we're ready for tea time	relief
39234	@DannehOak hey there! your web URL looks good	enthusiasm
39235	@TheRealJayRome heya thanks for accepting the add	worry
39236	our south style exhibition is on in less than a week  member fresh gallery otara!	happiness
39237	Did it!!  back in pakistan! - http://bkite.com/07kBP	happiness
39238	While @mattcutts on vacation, @nytimes having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh	empty
39239	It's Mother's Day! Went out to lunch to celebrate and then went shopping for a gift for my mom	love
39240	@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping.	happiness
39241	@HelloLizzi oh hahah thats ok then	happiness
39242	star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.	love
39243	bathing with two little angels, Keyla and Janice.	love
